mission,company,location,date,time,rocket,price,successful,original_text,clean_text,cluster,PCA_1,PCA_2,cluster_label
STS-94,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1997-07-01,18:02:00,Space Shuttle Columbia,6840000,True,STS-94,sts,2,0.9057820322686173,0.020463996926628213,sts / æs / gstar sbs
Intelsat 802,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997-06-25,23:44:00,Ariane 44P,6280000,True,Intelsat 802,intelsat,3,-0.15978120851655936,0.9414709268839893,intelsat / intelsat intelsat / æs
"Inmarsat 3 F4, Insat 2D",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997-06-03,23:20:00,Ariane 44L,19660000,True,"Inmarsat 3 F4, Insat 2D",inmarsat f insat d,6,-0.09318554511388626,-0.0383222031881696,crs / gsat / apollo
STS-84,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1997-05-15,8:07:00,Space Shuttle Atlantis,2040000,True,STS-84,sts,2,0.9057820322686173,0.020463996926628213,sts / æs / gstar sbs
MiniSat & Celestis space burial,Northrop,"Stargazer, Base Aerea de Gando, Gran Canaria",1997-04-21,11:59:00,Pegasus XL,3380000,True,MiniSat & Celestis space burial,minisat celestis space burial,6,-0.08782897992093958,-0.03317838863733043,crs / gsat / apollo
"Thaicom 3, BSAT 1a",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997-04-16,23:08:00,Ariane 44LP,11660000,True,"Thaicom 3, BSAT 1a",thaicom bsat a,6,-0.09063364213781357,-0.03346313348422259,crs / gsat / apollo
STS-83,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1997-04-04,19:20:00,Space Shuttle Columbia,10450000,True,STS-83,sts,2,0.9057820322686173,0.020463996926628213,sts / æs / gstar sbs
Tempo 2,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",1997-03-08,6:01:00,Atlas IIA,10090000,True,Tempo 2,tempo,6,-0.08748149034646853,-0.032836510367537514,crs / gsat / apollo
Intelsat 801,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997-03-01,1:07:00,Ariane 44P,24520000,True,Intelsat 801,intelsat,3,-0.15978120851655936,0.9414709268839893,intelsat / intelsat intelsat / æs
JCSAT-4,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",1997-02-17,1:42:00,Atlas IIAS,15760000,True,JCSAT-4,jcsat,6,-0.09441092213690801,-0.03956246585557291,crs / gsat / apollo
STS-82,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1997-02-11,8:55:00,Space Shuttle Discovery,1320000,True,STS-82,sts,2,0.9057820322686173,0.020463996926628213,sts / æs / gstar sbs
"GE-2, Nahuel 1A",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1997-01-30,22:04:00,Ariane 44L,11460000,True,"GE-2, Nahuel 1A",ge nahuel a,6,-0.08913955467097158,-0.03439189410423206,crs / gsat / apollo
STS-81,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1997-01-12,9:27:00,Space Shuttle Atlantis,20300000,True,STS-81,sts,2,0.9057820322686173,0.020463996926628213,sts / æs / gstar sbs
Inmarsat 3-F3,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",1996-12-18,1:57:00,Atlas IIA,10680000,True,Inmarsat 3-F3,inmarsat f,6,-0.09186283359132091,-0.037020100644630606,crs / gsat / apollo
STS-80,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1996-12-07,11:49:00,Space Shuttle Columbia,16670000,True,STS-80,sts,2,0.9057820322686173,0.020463996926628213,sts / æs / gstar sbs
Hot Bird 2,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",1996-11-21,20:47:00,Atlas IIA,20280000,True,Hot Bird 2,hot bird,6,-0.09316589440304131,-0.038321588216632826,crs / gsat / apollo
"Arabsat-2B, Measat-2",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996-11-13,22:40:00,Ariane 44L,12160000,True,"Arabsat-2B, Measat-2",arabsat b measat,6,-0.0899403103152131,-0.03515367126043803,crs / gsat / apollo
HETE & SAC-B,Northrop,"Stargazer, Vandenberg AFB, California, USA",1996-11-04,17:08:00,Pegasus XL,23330000,False,HETE & SAC-B,hete sacb,6,-0.08788140130687812,-0.033195307439643794,crs / gsat / apollo
STS-79,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1996-09-16,8:54:00,Space Shuttle Atlantis,5010000,True,STS-79,sts,2,0.9057820322686173,0.020463996926628213,sts / æs / gstar sbs
Echostar-2,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996-09-11,0:00:00,Ariane 42P,22340000,True,Echostar-2,echostar,6,-0.09266333671955887,-0.037830983033789144,crs / gsat / apollo
GE-1,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",1996-09-08,21:49:00,Atlas IIA,14380000,True,GE-1,ge,6,-0.09042375079814573,-0.03559101323757432,crs / gsat / apollo
FAST,Northrop,"Stargazer, Vandenberg AFB, California, USA",1996-08-21,9:47:00,Pegasus XL,22280000,True,FAST,fast,6,-0.08820329681971063,-0.03348742467046072,crs / gsat / apollo
"Italsat F2, Telecom 2D",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996-08-08,22:49:00,Ariane 44L,21730000,True,"Italsat F2, Telecom 2D",italsat f telecom d,6,-0.0890050913643675,-0.034273102516647114,crs / gsat / apollo
"Arabsat-2A, T??rksat 1C",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996-07-09,22:24:00,Ariane 44L,7000000,True,"Arabsat-2A, T??rksat 1C",arabsat a trksat c,6,-0.08914444602971357,-0.03440970749002093,crs / gsat / apollo
TOMS,Northrop,"Stargazer, Vandenberg AFB, California, USA",1996-07-02,7:48:00,Pegasus XL,24080000,True,TOMS,toms,6,-0.08748149034647108,-0.032836510365641995,crs / gsat / apollo
STS-78,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1996-06-20,14:49:00,Space Shuttle Columbia,4170000,True,STS-78,sts,2,0.9057820322686173,0.020463996926628213,sts / æs / gstar sbs
Intelsat 709,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996-06-15,6:55:00,Ariane 44P,16270000,True,Intelsat 709,intelsat,3,-0.15978120851655936,0.9414709268839893,intelsat / intelsat intelsat / æs
Cluster,ESA,"ELA-3, Guiana Space Centre, French Guiana, France",1996-06-04,12:34:00,Ariane 5 G,19800000,False,Cluster,cluster,6,-0.0874814903464684,-0.03283651036683419,crs / gsat / apollo
STS-77,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1996-05-19,10:30:00,Space Shuttle Endeavour,24040000,True,STS-77,sts,2,0.9057820322686173,0.020463996926628213,sts / æs / gstar sbs
MSTI-3,Northrop,"Stargazer, Vandenberg AFB, California, USA",1996-05-17,2:44:00,Pegasus,11110000,True,MSTI-3,msti,6,-0.08748149034646752,-0.032836510366212546,crs / gsat / apollo
"Palapa C2, AMOS-1",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996-05-16,1:56:00,Ariane 44L,1900000,True,"Palapa C2, AMOS-1",palapa c amos,6,-0.08869264122235039,-0.03393161537150215,crs / gsat / apollo
M-SAT-1,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996-04-20,22:36:00,Ariane 42P,3590000,True,M-SAT-1,msat,6,-0.08748149034646817,-0.03283651036754564,crs / gsat / apollo
Inmarsat 3-F1,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",1996-04-03,23:01:00,Atlas IIA,11290000,True,Inmarsat 3-F1,inmarsat f,6,-0.09186283359132091,-0.037020100644630606,crs / gsat / apollo
STS-76,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1996-03-22,8:13:00,Space Shuttle Atlantis,11260000,True,STS-76,sts,2,0.9057820322686173,0.020463996926628213,sts / æs / gstar sbs
IRS-P3,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",1996-03-21,4:53:00,PSLV-G,3800000,True,IRS-P3,irsp,6,-0.08962377948992518,-0.034806741895878665,crs / gsat / apollo
Intelsat 707,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996-03-14,7:11:00,Ariane 44LP,11880000,True,Intelsat 707,intelsat,3,-0.15978120851655936,0.9414709268839893,intelsat / intelsat intelsat / æs
REX II,Northrop,"Stargazer, Vandenberg AFB, California, USA",1996-03-09,1:53:00,Pegasus XL,3780000,True,REX II,rex ii,6,-0.08763917287183771,-0.03298846005132143,crs / gsat / apollo
STS-75,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1996-02-22,20:18:00,Space Shuttle Columbia,20590000,True,STS-75,sts,2,0.9057820322686173,0.020463996926628213,sts / æs / gstar sbs
N-Star B,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996-02-05,7:19:00,Ariane 44P,19720000,True,N-Star B,nstar b,6,-0.0882032968196372,-0.03348742469892271,crs / gsat / apollo
Palapa C1,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",1996-02-01,1:15:00,Atlas IIAS,20940000,True,Palapa C1,palapa c,6,-0.08789791462408113,-0.03321491780302303,crs / gsat / apollo
"Panamsat-3R, Measat-1",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1996-01-12,23:10:00,Ariane 44L,8060000,True,"Panamsat-3R, Measat-1",panamsat r measat,6,-0.09055294245521872,-0.03573341109867265,crs / gsat / apollo
STS-72,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1996-01-11,9:41:00,Space Shuttle Endeavour,15530000,True,STS-72,sts,2,0.9057820322686173,0.020463996926628213,sts / æs / gstar sbs
"Telecom 2C, Insat 2C",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995-12-06,23:23:00,Ariane 44L,4960000,True,"Telecom 2C, Insat 2C",telecom c insat c,6,-0.09195139084415707,-0.03712660008082273,crs / gsat / apollo
Infrared Space Observatory,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995-11-17,1:20:00,Ariane 44P,13800000,True,Infrared Space Observatory,infrared space observatory,6,-0.08824563985472336,-0.03355926800175642,crs / gsat / apollo
STS-74,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1995-11-12,12:30:00,Space Shuttle Atlantis,5360000,True,STS-74,sts,2,0.9057820322686173,0.020463996926628213,sts / æs / gstar sbs
STS-73,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1995-10-20,13:53:00,Space Shuttle Columbia,11550000,True,STS-73,sts,2,0.9057820322686173,0.020463996926628213,sts / æs / gstar sbs
Astra 1E,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995-10-19,0:28:00,Ariane 42L,6270000,True,Astra 1E,astra e,6,-0.09281931475553493,-0.037978702317854815,crs / gsat / apollo
Telstar 402R,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995-09-24,0:06:00,Ariane 42L,2150000,True,Telstar 402R,telstar r,6,-0.09082597586805352,-0.03597537148924748,crs / gsat / apollo
STS-69,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1995-09-07,15:09:00,Space Shuttle Endeavour,24370000,True,STS-69,sts,2,0.9057820322686173,0.020463996926628213,sts / æs / gstar sbs
N-Star A,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995-08-29,6:41:00,Ariane 42P,21220000,True,N-Star A,nstar a,6,-0.0882032968196372,-0.03348742469892271,crs / gsat / apollo
JCSAT-3,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",1995-08-29,0:53:00,Atlas IIAS,13800000,True,JCSAT-3,jcsat,6,-0.09441092213690801,-0.03956246585557291,crs / gsat / apollo
Panamsat-4,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995-08-03,22:58:00,Ariane 42L,6150000,True,Panamsat-4,panamsat,6,-0.091717478639604,-0.036835361078912734,crs / gsat / apollo
STS-70,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1995-07-13,13:41:00,Space Shuttle Discovery,18680000,True,STS-70,sts,2,0.9057820322686173,0.020463996926628213,sts / æs / gstar sbs
"Helios 1A, Cerise, LBSAT-1",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995-07-07,16:23:00,Ariane 40,6200000,True,"Helios 1A, Cerise, LBSAT-1",helios a cerise lbsat,6,-0.08856184372003058,-0.033832467273614344,crs / gsat / apollo
STS-71,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1995-06-27,19:32:00,Space Shuttle Atlantis,20490000,True,STS-71,sts,2,0.9057820322686173,0.020463996926628213,sts / æs / gstar sbs
STEP-3,Northrop,"Stargazer, Vandenberg AFB, California, USA",1995-06-22,19:58:00,Pegasus XL,4530000,False,STEP-3,step,6,-0.08998899057288388,-0.03516129367208039,crs / gsat / apollo
DBS-3,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995-06-10,0:24:00,Ariane 42P,4120000,True,DBS-3,dbs,6,-0.08791095803961614,-0.03323033157930691,crs / gsat / apollo
Intelsat 706,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995-05-17,6:34:00,Ariane 44LP,5950000,True,Intelsat 706,intelsat,3,-0.15978120851655936,0.9414709268839893,intelsat / intelsat intelsat / æs
ERS-2,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995-04-21,1:44:00,Ariane 40,11510000,True,ERS-2,ers,6,-0.08771454315715725,-0.03304678835158755,crs / gsat / apollo
AMSC-1,ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",1995-04-07,23:47:00,Atlas IIA,15950000,True,AMSC-1,amsc,6,-0.0874814903464713,-0.03283651036613869,crs / gsat / apollo
Orbcomm F1 and F2 & OrbView-1,Northrop,"Stargazer, Vandenberg AFB, California, USA",1995-04-03,13:48:00,Pegasus,15580000,True,Orbcomm F1 and F2 & OrbView-1,orbcomm f and f orbview,6,-0.09027856752707741,-0.03542488172722554,crs / gsat / apollo
"Brasilsat B2, Hot Bird 1",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1995-03-28,11:19:00,Ariane 44LP,11440000,True,"Brasilsat B2, Hot Bird 1",brasilsat b hot bird,6,-0.09222324662609391,-0.037394475722093895,crs / gsat / apollo
DMSP F-13,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1995-03-24,14:05:00,Atlas-E/F Star-37S-ISS,23740000,True,DMSP F-13,dmsp f,6,-0.09279730166398203,-0.03800800506009246,crs / gsat / apollo
Intelsat 705,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",1995-03-22,6:18:00,Atlas IIAS,5180000,True,Intelsat 705,intelsat,3,-0.15978120851655936,0.9414709268839893,intelsat / intelsat intelsat / æs
STS-67,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1995-03-02,6:38:00,Space Shuttle Endeavour,4770000,True,STS-67,sts,2,0.9057820322686173,0.020463996926628213,sts / æs / gstar sbs
STS-63,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1995-02-03,5:22:00,Space Shuttle Discovery,11030000,True,STS-63,sts,2,0.9057820322686173,0.020463996926628213,sts / æs / gstar sbs
Intelsat 704,ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",1995-01-10,6:18:00,Atlas IIAS,13300000,True,Intelsat 704,intelsat,3,-0.15978120851655936,0.9414709268839893,intelsat / intelsat intelsat / æs
NOAA-J,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1994-12-30,10:02:00,Atlas-E/F Star-37S-ISS,3230000,True,NOAA-J,noaaj,6,-0.08748149034647015,-0.0328365103661565,crs / gsat / apollo
DSP,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1994-12-22,22:19:00,Titan IV(402)A,10320000,True,DSP,dsp,0,-0.09911040817467,-0.04549508059932988,dsp / æs / gstar sbs
Panamsat-3,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1994-12-01,22:57:00,Ariane 42P,16850000,False,Panamsat-3,panamsat,6,-0.091717478639604,-0.036835361078912734,crs / gsat / apollo
STS-66,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1994-11-03,16:59:00,Space Shuttle Atlantis,5030000,True,STS-66,sts,2,0.9057820322686173,0.020463996926628213,sts / æs / gstar sbs
Astra 1D,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1994-11-01,0:37:00,Ariane 42P,11860000,True,Astra 1D,astra d,6,-0.09281931475553493,-0.037978702317854815,crs / gsat / apollo
IRS-P2,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",1994-10-15,5:05:00,PSLV-G,1600000,True,IRS-P2,irsp,6,-0.08962377948992518,-0.034806741895878665,crs / gsat / apollo
"Solidaridad-2, Thaicom-2",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1994-10-08,1:07:00,Ariane 44L,20190000,True,"Solidaridad-2, Thaicom-2",solidaridad thaicom,6,-0.0890947761553006,-0.03431030865948399,crs / gsat / apollo
STS-68,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1994-09-30,11:16:00,Space Shuttle Endeavour,4880000,True,STS-68,sts,2,0.9057820322686173,0.020463996926628213,sts / æs / gstar sbs
STS-64,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1994-09-09,22:22:00,Space Shuttle Discovery,10740000,True,STS-64,sts,2,0.9057820322686173,0.020463996926628213,sts / æs / gstar sbs
Telstar 402,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1994-09-09,0:29:00,Ariane 42L,8070000,True,Telstar 402,telstar,6,-0.09082597586805352,-0.03597537148924748,crs / gsat / apollo
APEX,Northrop,"NB-52B Carrier, Edwards AFB, California, USA",1994-09-03,14:38:00,Pegasus,14810000,True,APEX,apex,6,-0.08748149034647001,-0.032836510366534725,crs / gsat / apollo
DMSP F-12,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1994-08-29,17:38:00,Atlas-E/F Star-37S-ISS,8920000,True,DMSP F-12,dmsp f,6,-0.09279730166398203,-0.03800800506009246,crs / gsat / apollo
Mercury,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1994-08-27,8:58:00,Titan IV(401)A,19940000,True,Mercury,mercury,6,-0.0874814903464697,-0.03283651036786161,crs / gsat / apollo
"Brasilsat B1, Turksat 1B",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1994-08-10,23:05:00,Ariane 44LP,16300000,True,"Brasilsat B1, Turksat 1B",brasilsat b turksat b,6,-0.08900833666165182,-0.03425681792508608,crs / gsat / apollo
"Panamsat-2, Yuri-3N",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1994-07-08,23:05:00,Ariane 44L,13640000,True,"Panamsat-2, Yuri-3N",panamsat yuri n,6,-0.0902025868283583,-0.03539148757448,crs / gsat / apollo
STS-65,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1994-07-08,4:43:00,Space Shuttle Columbia,4240000,True,STS-65,sts,2,0.9057820322686173,0.020463996926628213,sts / æs / gstar sbs
STEP-1,Northrop,"Stargazer, Vandenberg AFB, California, USA",1994-06-27,21:15:00,Pegasus XL,16720000,False,STEP-1,step,6,-0.08998899057288388,-0.03516129367208039,crs / gsat / apollo
"Intelsat 702, STRV 1A & 1B",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1994-06-17,7:07:00,Ariane 44LP,20180000,True,"Intelsat 702, STRV 1A & 1B",intelsat strv a b,6,-0.11411536720156652,0.3227107526860812,crs / gsat / apollo
STEP-2,Northrop,"NB-52B Carrier, Edwards AFB, California, USA",1994-05-19,17:03:00,Pegasus/HAPS,4950000,False,STEP-2,step,6,-0.08998899057288388,-0.03516129367208039,crs / gsat / apollo
SROSS C2,ISRO,"SLV LP, Satish Dhawan Space Centre, India",1994-05-04,0:00:00,ASLV,23330000,True,SROSS C2,sross c,6,-0.08820329682002231,-0.033487424650094744,crs / gsat / apollo
Trumpet,Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1994-05-03,15:55:00,Titan IV(401)A,24390000,True,Trumpet,trumpet,6,-0.08748149034647015,-0.03283651036658048,crs / gsat / apollo
STS-59,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1994-04-09,11:05:00,Space Shuttle Endeavour,7420000,True,STS-59,sts,2,0.9057820322686173,0.020463996926628213,sts / æs / gstar sbs
STEP Mission 0 & DARPASAT,Northrop,"SLC-576E, Vandenberg AFB, California, USA",1994-03-13,22:32:00,Minotaur C (Taurus),9340000,True,STEP Mission 0 & DARPASAT,step mission darpasat,6,-0.08945139256006093,-0.034653061388403454,crs / gsat / apollo
STS-62,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1994-03-04,13:53:00,Space Shuttle Columbia,1690000,True,STS-62,sts,2,0.9057820322686173,0.020463996926628213,sts / æs / gstar sbs
Milstar DFS-1,Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1994-02-07,21:47:00,Titan IV(401)A,15390000,True,Milstar DFS-1,milstar dfs,6,-0.0879064782705161,-0.033219213775205134,crs / gsat / apollo
STS-60,NASA,"LC-39A, Kennedy Space Center, Florida, USA",1994-02-03,12:10:00,Space Shuttle Discovery,21110000,True,STS-60,sts,2,0.9057820322686173,0.020463996926628213,sts / æs / gstar sbs
Clementine,Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1994-01-25,16:34:00,Titan II(23)G,15940000,True,Clementine,clementine,6,-0.08748149034646852,-0.032836510366605086,crs / gsat / apollo
"Eutelsat 2F5, Turksat 1A",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1994-01-24,21:37:00,Ariane 44LP,4410000,False,"Eutelsat 2F5, Turksat 1A",eutelsat f turksat a,6,-0.09290433503997923,-0.03702088718174099,crs / gsat / apollo
"DBS-1, Thaicom-1",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1993-12-18,1:27:00,Ariane 44L,3150000,True,"DBS-1, Thaicom-1",dbs thaicom,6,-0.0892685920839175,-0.034463496164663474,crs / gsat / apollo
Telstar 401,General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1993-12-16,0:38:00,Atlas IIAS,15730000,True,Telstar 401,telstar,6,-0.09082597586805352,-0.03597537148924748,crs / gsat / apollo
STS-61,NASA,"LC-39B, Kennedy Space Center, Florida, USA",1993-12-02,9:27:00,Space Shuttle Endeavour,8950000,True,STS-61,sts,2,0.9057820322686173,0.020463996926628213,sts / æs / gstar sbs
USA-97 (DSCS IIIB-10,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1993-11-28,23:40:00,Atlas II,15620000,True,USA-97 (DSCS IIIB-10,usa dscs iiib,6,-0.09182033892101624,-0.0380868501599261,crs / gsat / apollo
"Solidaridad 1, Meteosat 6",Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1993-11-20,1:17:00,Ariane 44LP,2610000,True,"Solidaridad 1, Meteosat 6",solidaridad meteosat,6,-0.08853020726302771,-0.033826027319650114,crs / gsat / apollo
Intelsat 701,Arianespace,"ELA-2, Guiana Space Centre, French Guiana, France",1993-10-22,6:46:00,Ariane 44LP,5360000,True,Intelsat 701,intelsat,3,-0.15978120851655936,0.9414709268839893,intelsat / intelsat intelsat / æs
